budget,genres,id,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",10147,en,26.588729999999998,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Triptych Pictures"", ""id"": 14722}, {""name"": ""Dimension Films (US version)"", ""id"": 71989}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-26,76488889,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.5,656
16500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",816,en,36.15716,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""Eric's Boy"", ""id"": 595}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-05-02,67683989,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.5,1013
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",302688,en,16.027955,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-03-23,88923251,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,322
21000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",60307,en,14.329891,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Color Force"", ""id"": 5420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-25,72417394,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,238
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",106,en,50.009408,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Amercent Films"", ""id"": 5263}, {""name"": ""American Entertainment Partners L.P."", ""id"": 5264}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-06-11,98235548,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",7.3,2093
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",279,en,31.82675,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-10-26,51973029,160.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",7.8,1076
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",8617,en,9.642041,"[{""name"": ""Alliance Films"", ""id"": 2514}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-10,14796236,88.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",4.8,167
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",10625,en,36.423716999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Broadway Video"", ""id"": 1756}, {""name"": ""M.G. Films"", ""id"": 89094}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,129042871,97.0,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",6.9,2320
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10934,en,12.309718,"[{""name"": ""Timnick Films"", ""id"": 679}, {""name"": ""Blue Gardenia Productions"", ""id"": 3983}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Tatiale Films"", ""id"": 12207}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-30,0,113.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.4,172
19800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5279,en,11.693272,"[{""name"": ""USA Films"", ""id"": 987}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-11-07,87754044,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,246
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",10013,en,12.243886999999999,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-10-05,41382841,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,136
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",194662,en,89.811154,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""M Productions"", ""id"": 52660}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-27,103215094,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.4,4535
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",160588,en,34.694216,"[{""name"": ""Perdido Productions"", ""id"": 12966}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-25,99206215,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,1098
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",9829,en,17.501379999999997,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-28,76286096,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",6.9,367
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",10028,en,18.492655,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""NuAmerica Entertainment"", ""id"": 41963}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-24,62646763,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,303
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10535,en,11.238522,"[{""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-05-24,0,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.9,147
1000000,"[{""id"": 27, ""name"": ""Horror""}]",790,en,14.518598,"[{""name"": ""AVCO Embassy Pictures"", ""id"": 494}, {""name"": ""EDI"", ""id"": 495}, {""name"": ""Debra Hill Productions"", ""id"": 498}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-02-08,21378361,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,311
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",43959,en,19.234672,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Brookwell-McNamara Entertainment"", ""id"": 3235}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Affirm Films"", ""id"": 10156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-08,47088990,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,342
18000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10364,en,4.504377,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Filmways Productions"", ""id"": 73862}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-06-24,24911670,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",6.7,72
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",16991,en,10.529143,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""De Line Pictures"", ""id"": 2609}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-10,24007324,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,225
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",9610,en,18.379123999999997,"[{""name"": ""De Laurentiis Entertainment Group"", ""id"": 499}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-06-29,100000000,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,383
18000000,"[{""id"": 18, ""name"": ""Drama""}]",1578,en,35.524457,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-11-14,23000000,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,938
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25643,en,13.472365,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Camp / Thompson Pictures"", ""id"": 4404}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Traveling Film Productions"", ""id"": 11953}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-18,36133014,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,180
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11904,en,8.321586,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-04,0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,167
0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",28665,en,7.668063,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-01,0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,135
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",44115,en,52.464877,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cloud Eight Films"", ""id"": 6708}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Everest Entertainment"", ""id"": 10892}, {""name"": ""HandMade Films"", ""id"": 20076}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-05,35692920,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,2606
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",10569,en,11.423533,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-19,0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,155
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",10560,en,6.961736,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-12,17200925,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,90
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",333348,en,9.191187,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""CBS Films"", ""id"": 5490}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12,24000000,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.4,167
18000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",20483,en,4.492858999999999,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Nimbus Film Productions"", ""id"": 11672}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}, {""name"": ""Splendid Productions"", ""id"": 23790}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-06,16702864,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.9,76
18000000,"[{""id"": 18, ""name"": ""Drama""}]",11457,en,5.706767,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-10-25,0,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.2,120
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",321697,en,53.670525,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Cloud Eight Films"", ""id"": 6708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-09,34441873,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,1573
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",19840,en,14.15192,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Bece Canada Productions"", ""id"": 11755}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-10,0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.1,197
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22327,en,13.462544,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-11,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",5.9,319
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",38665,en,11.725805000000001,"[{""name"": ""ITC Entertainment"", ""id"": 1584}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-08-20,2945600,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",3.7,14
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2575,en,7.047975,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Merlin Films"", ""id"": 3201}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-11,28008462,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.2,92
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11644,en,13.628601000000002,"[{""name"": ""Cinema 77"", ""id"": 1819}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-07-24,12000000,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.3,236
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",146227,en,16.520516,"[{""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Signature Pictures"", ""id"": 2982}, {""name"": ""After Dark Films"", ""id"": 3608}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Saints LA"", ""id"": 19719}, {""name"": ""Bomar OOD"", ""id"": 28176}, {""name"": ""thefyzz"", ""id"": 36109}, {""name"": ""Dunulf Productions"", ""id"": 68548}, {""name"": ""Emmitt Productions Limited"", ""id"": 68549}, {""name"": ""ADF Acquisitions"", ""id"": 68550}]","[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-29,10501938,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.9,246
18000000,"[{""id"": 18, ""name"": ""Drama""}]",68924,en,14.916264000000002,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-27,8038061,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.9,176
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",253235,en,9.633711,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""ASIG Productions"", ""id"": 32245}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-20,25312387,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,164
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22102,en,3.455018,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weintraub Entertainment Group"", ""id"": 6313}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-03-22,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,56
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18701,en,1.946634,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]",[],2004-09-03,0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,23
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10068,en,12.313143,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Producers Sales Organization (PSO)"", ""id"": 11670}, {""name"": ""Jonesfilm"", ""id"": 22297}, {""name"": ""Galactic Films"", ""id"": 22298}, {""name"": ""Triple Ajaxxx"", ""id"": 22299}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-02-14,6735922,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,177
18000000,"[{""id"": 14, ""name"": ""Fantasy""}]",848,en,3.258422,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1981-06-26,14110013,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",6.5,67
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36811,en,3.6592919999999998,"[{""name"": ""Zephyr Films"", ""id"": 16923}, {""name"": ""Egoli Tossell Film"", ""id"": 44224}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2009-09-04,0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,55
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",522,en,24.548633,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-27,5887457,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.3,630
18000000,"[{""id"": 18, ""name"": ""Drama""}]",130150,en,17.683563,"[{""name"": ""Mr. Mudd Production"", ""id"": 2130}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Right of Way Films"", ""id"": 32157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-27,20275812,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,299
18000000,"[{""id"": 36, ""name"": ""History""}]",12246,ru,10.1449,"[{""name"": ""Kinokompaniya CTB"", ""id"": 886}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Andreevsky Flag Film Company"", ""id"": 11996}, {""name"": ""Kinofabrika"", ""id"": 16522}, {""name"": ""Eurasia Film Production"", ""id"": 16524}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""KZ"", ""name"": ""Kazakhstan""}]",2007-09-20,26527510,120.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""mn"", ""name"": """"}]",6.5,158
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13809,en,31.887978000000004,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Toff Guy Films"", ""id"": 2900}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-09-04,25739015,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",6.9,836
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",27380,en,1.110179,"[{""name"": ""Golden Harvest Company"", ""id"": 2521}, {""name"": ""Northshore Investments Ltd."", ""id"": 16379}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-06-25,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",3.5,15
0,"[{""id"": 18, ""name"": ""Drama""}]",10549,en,9.814785,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Turner Pictures (I)"", ""id"": 6189}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-25,0,242.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.3,117
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",33870,en,1.876811,"[{""name"": ""Great Scott Productions Pty. Ltd."", ""id"": 2814}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-10-01,20719451,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",6.8,28
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",245703,en,32.717853000000005,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Tri-State Pictures"", ""id"": 50914}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-18,6212282,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,694
